Sample;X(ms) [15.02.2026 04:44:56 688 UTC];"l1[%MD44]";"l2[%MD40]";"AO_u[%QD0]"
6730;1771131112378,846896;1,06571233272552;1,48433721065521;10
6731;1771131112439,422896;1,06624412536621;1,48680770397186;10
6732;1771131112501,220596;1,06678199768066;1,48927581310272;10
6733;1771131112564,748696;1,06731927394867;1,49174010753632;10
6734;1771131112627,058796;1,06758713722229;1,49297213554382;10
6735;1771131112692,532396;1,06812143325806;1,4954354763031;10
6736;1771131112752,390396;1,06866192817688;1,49789667129517;10
6737;1771131112816,428596;1,06933379173279;1,50097048282623;10
6738;1771131112878,365396;1,06973946094513;1,5028133392334;10
6739;1771131112940,693696;1,07028961181641;1,50526797771454;10
6740;1771131113003,231796;1,0708372592926;1,50771987438202;10
6741;1771131113066,372496;1,07138013839722;1,51017081737518;10
6742;1771131113128,628496;1,07165288925171;1,51139569282532;10
6743;1771131113191,202896;1,07220482826233;1,51384341716766;10
6744;1771131113253,055296;1,07275640964508;1,51628947257996;10
6745;1771131113318,212296;1,07330811023712;1,51873278617859;10
6746;1771131113381,901496;1,07386243343353;1,52117455005646;10
6747;1771131113447,079396;1,07441735267639;1,52361381053925;10
6748;1771131113506,050196;1,07497644424438;1,5260511636734;10
6749;1771131113569,589096;1,07553422451019;1,52848708629608;10
6750;1771131113634,660796;1,076096534729;1,53092133998871;10
6751;1771131113695,310196;1,07665836811066;1,53335273265839;10
6752;1771131113756,672196;1,07693946361542;1,53456771373749;10
6753;1771131113824,129996;1,07750415802002;1,53699624538422;10
6754;1771131113882,423796;1,07806873321533;1,53942286968231;10
6755;1771131113946,416296;1,07863676548004;1,54184770584106;10
6756;1771131114008,295896;1,07920610904694;1,54427063465118;10
6757;1771131114069,927296;1,07977759838104;1,54669165611267;10
6758;1771131114132,838896;1,08034825325012;1,54911077022552;10
6759;1771131114195,868596;1,08092153072357;1,55152761936188;10
6760;1771131114257,931496;1,08120918273926;1,5527355670929;10
6761;1771131114321,251496;1,08178472518921;1,55515027046204;10
6762;1771131114383,444696;1,08236408233643;1,55756211280823;10
6763;1771131114446,254196;1,0829393863678;1,55997169017792;10
6764;1771131114510,528796;1,08351862430573;1,56237983703613;10
6765;1771131114570,791496;1,08410537242889;1,56478631496429;10
6766;1771131114634,700796;1,08468961715698;1,56719064712524;10
6767;1771131114696,587796;1,08527040481567;1,56959319114685;10
6768;1771131114759,951296;1,08585619926453;1,57199347019196;10
6769;1771131114823,414596;1,08615243434906;1,57319271564484;10
6770;1771131114885,144996;1,08673977851868;1,57559025287628;10
6771;1771131114947,162296;1,08732640743256;1,57798600196838;10
6772;1771131115013,085896;1,08792328834534;1,58037960529327;10
6773;1771131115073,339896;1,08851540088654;1,58277142047882;10
6774;1771131115134,380796;1,08910703659058;1,58516144752502;10
6775;1771131115198,453796;1,08970248699188;1,58754932880402;10
6776;1771131115260,760596;1,09030151367188;1,58993518352509;10
6777;1771131115323,436196;1,09089994430542;1,59231960773468;10
6778;1771131115385,498896;1,09119820594788;1,59351086616516;10
6779;1771131115448,521196;1,09179830551147;1,59589207172394;10
6780;1771131115509,847696;1,09240436553955;1,59827172756195;10
6781;1771131115572,953396;1,09300589561462;1,60064923763275;10
6782;1771131115635,339196;1,09360802173615;1,60302484035492;10
6783;1771131115697,570196;1,09421694278717;1,60539853572845;10
6784;1771131115761,196196;1,09482407569885;1,60777032375336;10
6785;1771131115825,708196;1,09543490409851;1,61014032363892;10
6786;1771131115887,940296;1,09574067592621;1,61132442951202;10
6787;1771131115950,164096;1,09635066986084;1,61369144916534;10
6788;1771131116013,425096;1,09696364402771;1,61605679988861;10
6789;1771131116077,393996;1,09757745265961;1,61842012405396;10
6790;1771131116137,207496;1,09819257259369;1,62078177928925;10
6791;1771131116201,053996;1,09880924224854;1,62314140796661;10
6792;1771131116262,497896;1,09942746162415;1,62549901008606;10
6793;1771131116325,333396;1,10004651546478;1,62785494327545;10
6794;1771131116386,971496;1,10035753250122;1,62903201580048;10
6795;1771131116452,949396;1,10098218917847;1,63138520717621;10
6796;1771131116513,973096;1,10160279273987;1,6337366104126;10
