Sample;X(ms) [20.02.2026 01:55:24 450 UTC];"l1_ruido[%MD168]";"l2_ruido[%MD172]";"AO_u[%QD0]";"l1[%MD44]";"l2[%MD40]"
0;1771552520945,496996;0,0783529207110405;0,0783529207110405;10;0;0
1;1771552521009,555596;0,0215497855097055;0,0215497855097055;10;0;0
2;1771552521071,876696;-0,0834032073616982;-0,0834032073616982;10;0;0
3;1771552521133,461996;-0,0443825982511044;-0,0443825982511044;10;0;0
4;1771552521196,110196;-0,0689385160803795;-0,0689385160803795;10;0;0
5;1771552521258,907296;-0,0124636711552739;-0,0124636711552739;10;0;0
6;1771552521321,167496;0,0590119026601315;0,0590119026601315;10;0;0
7;1771552521383,408896;0,000270664691925049;0,000270664691925049;10;0;0
8;1771552521446,589796;0,0888678804039955;0,0888678804039955;10;0;0
9;1771552521509,228196;-0,0946408584713936;-0,0946408584713936;10;0;0
10;1771552521571,864896;0,014750468544662;0,014750468544662;10;0;0
11;1771552521634,015796;-0,0401597879827023;-0,0401597879827023;10;0;0
12;1771552521696,459396;-0,0833740159869194;-0,0833740159869194;10;0;0
13;1771552521759,474296;-0,0934795588254929;-0,0934795588254929;10;0;0
14;1771552521821,796496;-0,0239340849220753;-0,0239340849220753;10;0;0
15;1771552521884,922496;-0,00782071985304356;-0,00782071985304356;10;0;0
16;1771552521947,474396;0,0486593134701252;0,0486593134701252;10;0;0
17;1771552522010,325196;0,0580214746296406;0,0580214746296406;10;0;0
18;1771552522072,393096;-0,0606887340545654;-0,0606887340545654;10;0;0
19;1771552522135,479396;-0,00985766109079123;-0,00985766109079123;10;0;0
20;1771552522197,772596;-0,0700456202030182;-0,0700456202030182;10;0;0
21;1771552522260,396796;0,0882192403078079;0,0882192403078079;10;0;0
22;1771552522322,909296;0,0431469343602657;0,0431469343602657;10;0;0
23;1771552522385,444796;-0,0859345644712448;-0,0859345644712448;10;0;0
24;1771552522447,821796;0,0195059776306152;0,0195059776306152;10;0;0
25;1771552522510,267496;0,0827115699648857;0,0827115699648857;10;0;0
26;1771552522574,102796;-0,0802723169326782;-0,0802723169326782;10;0;0
27;1771552522635,628196;0,091136172413826;0,091136172413826;10;0;0
28;1771552522697,973596;-0,08944983035326;-0,08944983035326;10;0;0
29;1771552522761,375696;-0,0408478453755379;-0,0408478453755379;10;0;0
30;1771552522824,441596;-0,0221024211496115;-0,0221024211496115;10;0;0
31;1771552522886,504796;0,0234567523002625;0,0234567523002625;10;0;0
32;1771552522948,595596;0,0636030435562134;0,0636030435562134;10;0;0
33;1771552523011,813696;0,0374011397361755;0,0374011397361755;10;0;0
34;1771552523074,382096;-0,0932872891426086;-0,0932872891426086;10;0;0
35;1771552523136,934396;0,0497723333537579;0,0497723333537579;10;0;0
36;1771552523199,304596;-0,0765110850334167;-0,0765110850334167;10;0;0
37;1771552523262,703796;0,0319515131413937;0,0319515131413937;10;0;0
38;1771552523325,277896;0,0445265881717205;0,0445265881717205;10;0;0
39;1771552523387,088596;0,0722204372286797;0,0722204372286797;10;0;0
40;1771552523449,467796;0,0857180505990982;0,0857180505990982;10;0;0
41;1771552523511,876796;0,00884978752583265;0,00884978752583265;10;0;0
42;1771552523575,741996;-0,0977240651845932;-0,0977240651845932;10;0;0
43;1771552523637,294896;0,0181108247488737;0,0181108247488737;10;0;0
44;1771552523699,840896;-0,0869668945670128;-0,0869668945670128;10;0;0
45;1771552523762,169896;-0,0627235248684883;-0,0627235248684883;10;0;0
46;1771552523824,993296;-0,00135200622025877;-0,00135200622025877;10;0;0
47;1771552523887,561596;-0,0774246752262115;-0,0774246752262115;10;0;0
48;1771552523950,105596;0,0237470865249634;0,0237470865249634;10;0;0
49;1771552524014,087396;0,0955445170402527;0,0955445170402527;10;0;4,76142129196555E-13
50;1771552524075,905296;0,00596499443054199;0,00596499536186457;10;0;9,64203827891197E-10
51;1771552524138,086596;0,0426532290875912;0,0426534488797188;10;1,35183030545328E-16;2,19409955093397E-07
52;1771552524200,053696;0,0674057155847549;0,0674184113740921;10;1,91155359770268E-12;1,26972145153559E-05
53;1771552524262,859296;0,0406425595283508;0,0409165248274803;10;1,1169698499458E-09;0,000273965211817995
54;1771552524325,873796;0,010223688557744;0,0111647760495543;10;1,37317490711553E-08;0,000941101810894907
55;1771552524392,901596;-0,0714991167187691;-0,0649132579565048;10;8,0236060284733E-07;0,00658666668459773
56;1771552524450,533296;0,0692694708704948;0,0936785712838173;10;1,7680100427242E-05;0,0244267787784338
57;1771552524513,369596;0,0569894127547741;0,10642483830452;10;0,000181203460670076;0,0496166236698627
58;1771552524576,309496;-0,0204603839665651;0,0344968102872372;10;0,000971945817582309;0,0559291392564774
59;1771552524638,316196;0,000674180686473846;0,0389408059418201;10;0,00289779156446457;0,0411644168198109
60;1771552524700,689096;0,0104635283350945;0,0456156767904758;10;0,00488121993839741;0,0400333665311337
61;1771552524763,330896;0,0312723554670811;0,0799209550023079;10;0,00460069300606847;0,0532492958009243
62;1771552524826,242996;0,045395627617836;0,106976896524429;10;0,00280132400803268;0,0643825903534889
63;1771552524888,377096;-0,00955313816666603;0,0606376901268959;10;0,0024446805473417;0,0726355090737343
64;1771552524951,336596;0,0582198277115822;0,144091188907623;10;0,00348302186466753;0,0893543809652328
65;1771552525014,679596;0,0492827594280243;0,127280503511429;10;0,00522582978010178;0,0832235813140869
66;1771552525079,062396;-0,0485337562859058;0,016684215515852;10;0,00676541868597269;0,0719833895564079
67;1771552525140,089196;0,0292411390691996;0,101129971444607;10;0,00781026436015964;0,0796990990638733
68;1771552525202,206596;0,0179353691637516;0,0953541621565819;10;0,00701274629682302;0,0844315364956856
69;1771552525264,755096;-0,0126097518950701;0,066741868853569;10;0,0048965928144753;0,0842482149600983
70;1771552525327,520696;-0,0465640760958195;0,034359410405159;10;0,00423475867137313;0,0851582437753677
71;1771552525390,451096;0,034780316054821;0,117480747401714;10;0,00472431443631649;0,0874247476458549
72;1771552525452,355896;0,0631287321448326;0,150302022695541;10;0,00593240046873689;0,0931056886911392
73;1771552525515,292596;-0,0731778666377068;0,0171396285295486;10;0,00558911031112075;0,0959066078066826
74;1771552525577,564696;0,104366086423397;0,197650521993637;10;0,00549810798838735;0,0987825468182564
75;1771552525640,161296;0,0746231600642204;0,172909185290337;10;0,00612443778663874;0,104410462081432
76;1771552525702,551596;-0,0337936356663704;0,0700874775648117;10;0,00556629756465554;0,109447412192822
77;1771552525765,462596;-0,0812328532338142;0,0304878205060959;10;0,00634101824834943;0,118061691522598
78;1771552525827,980496;-0,0262207947671413;0,0871433094143867;10;0,00718225119635463;0,120546355843544
79;1771552525891,091696;-0,0347982160747051;0,0845006704330444;10;0,007212377153337;0,126511260867119
80;1771552525953,320596;0,0653250515460968;0,197063520550728;10;0,00627483567222953;0,138013303279877
81;1771552526016,581196;0,0778894573450089;0,213740259408951;10;0,00727919582277536;0,143130004405975
82;1771552526078,373596;-0,0844817012548447;0,0489006489515305;10;0,00834284629672766;0,141725197434425
83;1771552526141,337796;-0,024863313883543;0,107269808650017;10;0,0084759583696723;0,140609085559845
84;1771552526203,725096;0,0353364087641239;0,168051525950432;10;0,0108385290950537;0,143553644418716
85;1771552526267,333796;-0,0228864289820194;0,11085369437933;10;0,0121977059170604;0,145937830209732
86;1771552526328,491396;-0,0449436828494072;0,102357417345047;10;0,0111537557095289;0,158454850316048
87;1771552526391,317896;0,0912414863705635;0,252068281173706;10;0,0078338859602809;0,168660670518875
88;1771552526454,015496;0,10179590433836;0,25569012761116;10;0,00885188486427069;0,162746116518974
89;1771552526516,527596;0,083269789814949;0,233228802680969;10;0,0117691410705447;0,161728143692017
90;1771552526578,905796;0,0984548404812813;0,24985870718956;10;0,0127002168446779;0,164104074239731
91;1771552526642,616196;0,0734066367149353;0,22821207344532;10;0,0137192383408546;0,168524667620659
92;1771552526704,442496;0,0240694507956505;0,183430895209312;10;0,0142067773267627;0,173568218946457
93;1771552526767,002296;0,0649411976337433;0,229339331388474;10;0,0132055683061481;0,177603706717491
94;1771552526830,203896;-0,0202692244201899;0,153072401881218;10;0,010632548481226;0,183974176645279
95;1771552526892,325296;0,0943051725625992;0,265026539564133;10;0,0107271932065487;0,181448549032211
96;1771552526954,734396;0,0262162573635578;0,201808094978333;10;0,013202560134232;0,188794404268265
97;1771552527017,545496;0,112897731363773;0,293920129537582;10;0,0154298674315214;0,196452260017395
98;1771552527080,566296;0,036247618496418;0,221776142716408;10;0,0143766142427921;0,199905142188072
99;1771552527143,823296;-0,0351471118628979;0,155596375465393;10;0,0144181801006198;0,205161675810814
100;1771552527204,654896;0,0462812446057796;0,236642986536026;10;0,0167088769376278;0,207070618867874
101;1771552527267,918496;0,0860846191644669;0,279450565576553;10;0,0170724280178547;0,210438370704651
102;1771552527330,771096;0,0849645659327507;0,288646668195724;10;0,0144248623400927;0,218106970191002
103;1771552527392,905996;0,0748965889215469;0,279340654611588;10;0,0155367497354746;0,219980806112289
104;1771552527455,028196;0,000287948176264763;0,205467045307159;10;0,0192692391574383;0,224448338150978
105;1771552527517,572696;-0,0329569168388844;0,178952008485794;10;0,0161754488945007;0,228084370493889
106;1771552527580,526496;-0,0145111940801144;0,198343843221664;10;0,0147805903106928;0,227635622024536
107;1771552527643,001996;-0,0785384178161621;0,132896572351456;10;0,0208594873547554;0,232294470071793
108;1771552527705,490796;0,0142504200339317;0,228393629193306;10;0,0219225995242596;0,236065804958344
109;1771552527768,655696;-0,00427652522921562;0,217547610402107;10;0,0201296880841255;0,241953819990158
110;1771552527830,597496;0,0204964093863964;0,245845466852188;10;0,0204563904553652;0,245805442333221
111;1771552527893,500796;-0,0483024604618549;0,181609690189362;10;0,0189058668911457;0,248818024992943
112;1771552527956,930296;-0,0330934152007103;0,199463576078415;10;0,016611585393548;0,249168574810028
113;1771552528018,431896;0,0632435232400894;0,292897135019302;10;0,0212953500449657;0,250948965549469
114;1771552528081,509996;0,0880670771002769;0,317821830511093;10;0,0255767814815044;0,255331546068192
115;1771552528143,712096;-0,0282557755708694;0,209199458360672;10;0,0253221243619919;0,262777358293533
116;1771552528205,836496;-0,0210683289915323;0,221712961792946;10;0,0249716807156801;0,267752975225449
117;1771552528268,596796;0,0485919862985611;0,295535653829575;10;0,0238105654716492;0,270754247903824
118;1771552528331,370296;0,0400357283651829;0,291255444288254;10;0,0231837779283524;0,274403482675552
119;1771552528395,139296;-0,0160189531743526;0,235390365123749;10;0,0247639827430248;0,276173293590546
120;1771552528456,929696;-0,00965205393731594;0,243008345365524;10;0,0278951767832041;0,280555576086044
121;1771552528519,457196;0,00696669891476631;0,265674591064453;10;0,0272471625357866;0,285955041646957
