Sample;X(ms) [24.02.2026 18:59:44 014 UTC];"AO_u[%QD0]";"l1[%MD44]";"l2[%MD40]"
5183;1771959903900,118243;5;1,6636016368866;1,4723938703537
5184;1771959903962,301843;5;1,66369616985321;1,47241115570068
5185;1771959904024,875643;5;1,66379082202911;1,47242856025696
5186;1771959904087,785843;5;1,66386163234711;1,47244143486023
5187;1771959904150,540743;5;1,66395604610443;1,47245872020721
5188;1771959904212,763243;5;1,66405045986176;1,4724760055542
5189;1771959904275,839743;5;1,66409766674042;1,47248458862305
5190;1771959904337,828643;5;1,66419208049774;1,47250187397003
5191;1771959904400,571443;5;1,66428625583649;1,47251904010773
5192;1771959904463,027843;5;1,66440415382385;1,47254049777985
5193;1771959904525,776043;5;1,66447472572327;1,47255349159241
5194;1771959904588,357243;5;1,66456878185272;1,4725706577301
5195;1771959904651,314243;5;1,66466283798218;1,4725878238678
5196;1771959904713,256343;5;1,66475689411163;1,47260499000549
5197;1771959904775,775643;5;1,66480386257172;1,47261357307434
5198;1771959904838,396943;5;1,66489779949188;1,47263062000275
5199;1771959904902,179643;5;1,66499173641205;1,47264778614044
5200;1771959904963,621443;5;1,66508555412292;1,47266495227814
5201;1771959905026,013943;5;1,66517925262451;1,47268199920654
5202;1771959905089,906943;5;1,66527307033539;1,47269904613495
5203;1771959905152,585843;5;1,66536688804626;1,47271621227264
5204;1771959905214,131643;5;1,66546034812927;1,47273325920105
5205;1771959905276,423043;5;1,66550719738007;1,4727418422699
5206;1771959905338,830643;5;1,66560065746307;1,47275876998901
5207;1771959905401,458143;5;1,66569423675537;1,47277581691742
5208;1771959905464,227443;5;1,66578781604767;1,47279286384583
5209;1771959905526,419043;5;1,6658810377121;1,47280979156494
5210;1771959905589,554843;5;1,6659744977951;1,47282671928406
5211;1771959905652,004443;5;1,66606783866882;1,47284376621246
5212;1771959905713,882843;5;1,66611444950104;1,47285223007202
5213;1771959905776,528843;5;1,66623091697693;1,47287344932556
5214;1771959905839,145443;5;1,66632401943207;1,47289025783539
5215;1771959905902,106443;5;1,6664172410965;1,47290730476379
5216;1771959905964,345043;5;1,66648697853088;1,47291994094849
5217;1771959906026,889143;5;1,66657996177673;1,47293674945831
5218;1771959906089,545143;5;1,66667294502258;1,47295367717743
5219;1771959906153,111043;5;1,66676592826843;1,47297036647797
5220;1771959906214,638243;5;1,6668586730957;1,47298741340637
5221;1771959906277,183043;5;1,66690516471863;1,47299575805664
5222;1771959906339,979643;5;1,66699802875519;1,47301256656647
5223;1771959906402,426343;5;1,66709065437317;1,47302937507629
5224;1771959906465,049743;5;1,66718339920044;1,47304618358612
5225;1771959906527,673243;5;1,66729915142059;1,47306704521179
5226;1771959906590,892543;5;1,66736853122711;1,47307968139648
5227;1771959906654,157443;5;1,66746115684509;1,47309637069702
5228;1771959906715,189643;5;1,66755354404449;1,47311317920685
5229;1771959906778,114543;5;1,66759991645813;1,47312164306641
5230;1771959906841,329443;5;1,66769206523895;1,47313821315765
5231;1771959906904,625443;5;1,66781914234161;1,47316122055054
5232;1771959906966,108443;5;1,66788852214813;1,47317385673523
5233;1771959907029,499943;5;1,66798055171967;1,47319042682648
5234;1771959907091,507743;5;1,66809594631195;1,47321116924286
5235;1771959907154,456743;5;1,6681649684906;1,47322368621826
5236;1771959907216,152943;5;1,66823410987854;1,47323620319366
5237;1771959907278,464943;5;1,66832602024078;1,47325277328491
5238;1771959907342,384043;5;1,66841816902161;1,47326934337616
5239;1771959907406,035343;5;1,66851007938385;1,47328591346741
5240;1771959907466,248943;5;1,6686018705368;1,47330260276794
5241;1771959907532,867643;5;1,66867077350616;1,47331500053406
5242;1771959907591,919843;5;1,668785572052;1,47333562374115
5243;1771959907655,561243;5;1,66885447502136;1,47334802150726
5244;1771959907716,353243;5;1,66894614696503;1,47336459159851
5245;1771959907779,827943;5;1,66899192333221;1,47337281703949
5246;1771959907842,532843;5;1,66908371448517;1,47338938713074
5247;1771959907904,704543;5;1,66919815540314;1,47341001033783
5248;1771959907966,835443;5;1,66928970813751;1,47342658042908
5249;1771959908029,276843;5;1,66938126087189;1,47344291210175
5250;1771959908092,044143;5;1,66947257518768;1,47345948219299
5251;1771959908154,445243;5;1,66951823234558;1,47346758842468
5252;1771959908216,719643;5;1,66960954666138;1,47348392009735
5253;1771959908279,788943;5;1,66970098018646;1,47350037097931
5254;1771959908343,116743;5;1,66979205608368;1,47351682186127
5255;1771959908404,910043;5;1,66988337039948;1,47353327274323
5256;1771959908467,115143;5;1,66997456550598;1,47354960441589
5257;1771959908530,197043;5;1,67006552219391;1,47356593608856
5258;1771959908593,194343;5;1,67015659809113;1,47358238697052
5259;1771959908655,159843;5;1,67024755477905;1,47359871864319
5260;1771959908717,655043;5;1,67029321193695;1,47360682487488
5261;1771959908780,494743;5;1,67038404941559;1,47362315654755
5262;1771959908842,633043;5;1,67047488689423;1,47363948822021
5263;1771959908905,956043;5;1,67056572437286;1,4736555814743
5264;1771959908967,494843;5;1,6706565618515;1,47367191314697
5265;1771959909030,622943;5;1,67074716091156;1,47368824481964
5266;1771959909093,120743;5;1,67083775997162;1,47370457649231
5267;1771959909156,819843;5;1,67090582847595;1,47371673583984
5268;1771959909218,014343;5;1,67097365856171;1,47372889518738
5269;1771959909280,870543;5;1,67104172706604;1,47374105453491
5270;1771959909343,397943;5;1,67115485668182;1,47376132011414
5271;1771959909406,908243;5;1,67124533653259;1,47377753257751
5272;1771959909468,537943;5;1,67133557796478;1,47379350662231
5273;1771959909531,615743;5;1,67142593860626;1,47380971908569
5274;1771959909595,144943;5;1,67147123813629;1,47381770610809
5275;1771959909657,627743;5;1,67160654067993;1,47384202480316
5276;1771959909719,727643;5;1,67162907123566;1,47384595870972
5277;1771959909782,968543;5;1,67171943187714;1,47386205196381
5278;1771959909845,775343;5;1,67180955410004;1,47387838363647
5279;1771959909907,969243;5;1,67192196846008;1,47389841079712
5280;1771959909970,993543;5;1,67198956012726;1,47391033172607
5281;1771959910033,039143;5;1,67210209369659;1,4739305973053
5282;1771959910095,820143;5;1,67216944694519;1,47394239902496
5283;1771959910158,074543;5;1,6722594499588;1,47395861148834
5284;1771959910220,653143;5;1,67234921455383;1,47397458553314
5285;1771959910283,186543;5;1,6723940372467;1,47398245334625
5286;1771959910345,698143;5;1,67248380184174;1,47399854660034
5287;1771959910408,148843;5;1,67257356643677;1,47401452064514
5288;1771959910470,612343;5;1,67266309261322;1,47403049468994
5289;1771959910533,473543;5;1,67275297641754;1,47404646873474
5290;1771959910596,488743;5;1,67286479473114;1,47406649589539
5291;1771959910657,482743;5;1,67295432090759;1,4740823507309
5292;1771959910719,430243;5;1,67299902439117;1,4740903377533
5293;1771959910781,971243;5;1,67308855056763;1,47410619258881
5294;1771959910844,998743;5;1,6731778383255;1,47412204742432
5295;1771959910907,504043;5;1,67326724529266;1,47413802146912
5296;1771959910969,634343;5;1,67335641384125;1,47415387630463
5297;1771959911032,416343;5;1,67344558238983;1,47416973114014
5298;1771959911097,354943;5;1,67353487014771;1,47418558597565
5299;1771959911157,884243;5;1,67362415790558;1,47420132160187
5300;1771959911219,919843;5;1,67366862297058;1,47420930862427
5301;1771959911283,428043;5;1,67375767230988;1,47422504425049
5302;1771959911345,657643;5;1,67382442951202;1,47423696517944
5303;1771959911407,830943;5;1,67391324043274;1,47425282001495
5304;1771959911470,244143;5;1,67400228977203;1,47426855564117
5305;1771959911538,328743;5;1,6741133928299;1,47428822517395
5306;1771959911596,005243;5;1,67418003082275;1,47430002689362
5307;1771959911659,131643;5;1,67422437667847;1,47430789470673
5308;1771959911720,866643;5;1,67433536052704;1,4743275642395
5309;1771959911783,709043;5;1,67442393302917;1,47434329986572
5310;1771959911846,139143;5;1,67449045181274;1,47435510158539
5311;1771959911909,254243;5;1,67457914352417;1,47437071800232
5312;1771959911970,966343;5;1,67466771602631;1,47438645362854
5313;1771959912033,962043;5;1,67475616931915;1,47440218925476
5314;1771959912096,917643;5;1,67485558986664;1,47441983222961
5315;1771959912158,570143;5;1,67494416236877;1,47443532943726
5316;1771959912221,316143;5;1,67498826980591;1,47444307804108
5317;1771959912285,693343;5;1,67507660388947;1,4744588136673
5318;1771959912346,544643;5;1,67516493797302;1,47447431087494
5319;1771959912408,949243;5;1,67525315284729;1,47449004650116
5320;1771959912471,628643;5;1,67534124851227;1,47450566291809
5321;1771959912534,649443;5;1,67542946338654;1,47452104091644
5322;1771959912597,227043;5;1,67551755905151;1,47453665733337
5323;1771959912659,211243;5;1,6756055355072;1,47455227375031
5324;1771959912721,918143;5;1,67564952373505;1,47456002235413
5325;1771959912785,379143;5;1,67573750019073;1,47457540035248
5326;1771959912847,327043;5;1,67582547664642;1,47459101676941
5327;1771959912909,214243;5;1,67591321468353;1,47460651397705
5328;1771959912972,308243;5;1,67600107192993;1,4746218919754
5329;1771959913035,163243;5;1,67608892917633;1,47463738918304
5330;1771959913097,435643;5;1,67617666721344;1,47465300559998
5331;1771959913159,651043;5;1,67626428604126;1,47466838359833
5332;1771959913222,536143;5;1,67630803585052;1,47467601299286
5333;1771959913286,189343;5;1,67639577388763;1,47469162940979
5334;1771959913348,017143;5;1,67648339271545;1,47470688819885
5335;1771959913410,168443;5;1,67657077312469;1,47472238540649
5336;1771959913472,832843;5;1,67667996883392;1,47474145889282
5337;1771959913535,833743;5;1,67676746845245;1,47475695610046
5338;1771959913597,921843;5;1,67685496807098;1,47477221488953
5339;1771959913661,197543;5;1,67689859867096;1,47477996349335
5340;1771959913722,828243;5;1,67698585987091;1,4747953414917
5341;1771959913786,069343;5;1,67707312107086;1,47481060028076
5342;1771959913849,722643;5;1,67713832855225;1,47482204437256
5343;1771959913910,371143;5;1,67724740505219;1,47484123706818
5344;1771959913972,868343;5;1,67733454704285;1,47485649585724
5345;1771959914036,664643;5;1,67739951610565;1,47486793994904
5346;1771959914098,628643;5;1,67748665809631;1,47488331794739
5347;1771959914161,974543;5;1,6775735616684;1,47489857673645
5348;1771959914223,129943;5;1,67761695384979;1,47490620613098
5349;1771959914286,160643;5;1,67770397663116;1,47492134571075
5350;1771959914348,315943;5;1,67779088020325;1,47493660449982
5351;1771959914411,767643;5;1,67787754535675;1,47495174407959
5352;1771959914473,581143;5;1,67796432971954;1,47496700286865
5353;1771959914536,409343;5;1,67805099487305;1,47498214244843
5354;1771959914599,967443;5;1,67813766002655;1,4749972820282
5355;1771959914661,040643;5;1,67822432518005;1,47501242160797
5356;1771959914723,493943;5;1,67831075191498;1,47502756118774
5357;1771959914786,625543;5;1,67835414409637;1,47503519058228
5358;1771959914849,470643;5;1,67844045162201;1,47505033016205
5359;1771959914911,627243;5;1,67852675914764;1,47506535053253
5360;1771959914974,057443;5;1,67861342430115;1,4750804901123
5361;1771959915036,728143;5;1,67869961261749;1,47509574890137
5362;1771959915101,757243;5;1,67878592014313;1,47511076927185
5363;1771959915161,623043;5;1,67887210845947;1,47512578964233
5364;1771959915224,044143;5;1,67891526222229;1,47513329982758
5365;1771959915286,876343;5;1,67900145053864;1,47514832019806
5366;1771959915351,353043;5;1,67908751964569;1,47516334056854
5367;1771959915412,495343;5;1,67917358875275;1,47517836093903
5368;1771959915474,529443;5;1,6792596578598;1,47519338130951
5369;1771959915537,037043;5;1,67934560775757;1,47520840167999
5370;1771959915601,085243;5;1,67943143844604;1,47522342205048
5371;1771959915662,115643;5;1,67947435379028;1,47523093223572
5372;1771959915725,169343;5;1,67956018447876;1,4752459526062
5373;1771959915788,184243;5;1,67964625358582;1,47526073455811
5374;1771959915851,432543;5;1,67975330352783;1,47527956962585
5375;1771959915913,101643;5;1,6798175573349;1,47529065608978
5376;1771959915975,771943;5;1,67992460727692;1,47530925273895
5377;1771959916038,486743;5;1,67998874187469;1,47532045841217
5378;1771959916101,099943;5;1,68009579181671;1,47533917427063
5379;1771959916162,718943;5;1,68013846874237;1,47534644603729
5380;1771959916225,676443;5;1,68020272254944;1,4753577709198
5381;1771959916288,922643;5;1,68028819561005;1,4753725528717
5382;1771959916350,892743;5;1,68037343025208;1,47538733482361
5383;1771959916413,372443;5;1,68045890331268;1,4754022359848
5384;1771959916478,268943;5;1,68056547641754;1,47542071342468
5385;1771959916538,954043;5;1,68065083026886;1,47543561458588
5386;1771959916601,689343;5;1,68071460723877;1,47544658184052
5387;1771959916663,577943;5;1,68077838420868;1,47545778751373
5388;1771959916726,182043;5;1,68086361885071;1,47547245025635
5389;1771959916788,903943;5;1,68092739582062;1,47548365592957
5390;1771959916851,086243;5;1,68101251125336;1,47549843788147
5391;1771959916915,949543;5;1,68109738826752;1,47551310062408
5392;1771959916976,329543;5;1,68118238449097;1,47552788257599
5393;1771959917038,743343;5;1,68126738071442;1,47554242610931
5394;1771959917101,773243;5;1,68136286735535;1,47555899620056
5395;1771959917164,078243;5;1,68140518665314;1,47556638717651
5396;1771959917226,650543;5;1,68148994445801;1,47558104991913
5397;1771959917289,230643;5;1,68157470226288;1,47559583187103
5398;1771959917351,802743;5;1,68165946006775;1,47561037540436
5399;1771959917413,968143;5;1,68174397945404;1,47562515735626
5400;1771959917477,000843;5;1,68182861804962;1,47563970088959
5401;1771959917539,298943;5;1,6819132566452;1,4756543636322
5402;1771959917601,865543;5;1,68199777603149;1,47566890716553
5403;1771959917664,284143;5;1,68203997612;1,47567617893219
5404;1771959917727,397743;5;1,682124376297;1,4756908416748
5405;1771959917789,878243;5;1,682208776474;1,47570538520813
5406;1771959917852,518843;5;1,682293176651;1,47571992874146
5407;1771959917916,074443;5;1,68239855766296;1,47573828697205
5408;1771959917977,970343;5;1,68246161937714;1,4757491350174
5409;1771959918040,389543;5;1,68254590034485;1,47576355934143
5410;1771959918103,665443;5;1,68262994289398;1,47577822208405
5411;1771959918165,058943;5;1,68267214298248;1,47578549385071
5412;1771959918228,389043;5;1,68277704715729;1,47580349445343
5413;1771959918291,232443;5;1,68284022808075;1,47581434249878
5414;1771959918352,789043;5;1,68292415142059;1,4758288860321
5415;1771959918415,169843;5;1,68300807476044;1,47584331035614
5416;1771959918478,089243;5;1,68309199810028;1,47585785388947
5417;1771959918541,054843;5;1,68317580223083;1,47587215900421
5418;1771959918603,462643;5;1,68325972557068;1,47588682174683
5419;1771959918665,464343;5;1,68334329128265;1,47590112686157
5420;1771959918728,319743;5;1,68338525295258;1,47590839862823
5421;1771959918790,856643;5;1,68346893787384;1,47592282295227
5422;1771959918853,660443;5;1,6835526227951;1,47593712806702
5423;1771959918916,583443;5;1,68363606929779;1,47595143318176
5424;1771959918978,509343;5;1,68371975421906;1,4759658575058
5425;1771959919041,182443;5;1,68380331993103;1,47598016262054
5426;1771959919103,561643;5;1,68388664722443;1,47599446773529
5427;1771959919165,811943;5;1,68397009372711;1,47600877285004
5428;1771959919228,605743;5;1,68401181697845;1,4760160446167
5429;1771959919291,601243;5;1,68409514427185;1,47603034973145
5430;1771959919353,805943;5;1,68417847156525;1,47604465484619
5431;1771959919416,003443;5;1,68426156044006;1,47605884075165
5432;1771959919480,452343;5;1,68434488773346;1,47607314586639
5433;1771959919542,133243;5;1,68442785739899;1,47608745098114
5434;1771959919604,104243;5;1,68451106548309;1,47610175609589
5435;1771959919666,317743;5;1,68455266952515;1,47610890865326
5436;1771959919728,919843;5;1,68463563919067;1,47612309455872
5437;1771959919791,964343;5;1,6847186088562;1,47613739967346
5438;1771959919854,869643;5;1,68480157852173;1,47615158557892
5439;1771959919916,546343;5;1,68488454818726;1,47616577148438
5440;1771959919979,889843;5;1,68498814105988;1,47618341445923
5441;1771959920042,431943;5;1,68505012989044;1,476194024086
5442;1771959920104,399043;5;1,68513286113739;1,47620832920074
5443;1771959920167,003143;5;1,68521559238434;1,47622239589691
5444;1771959920229,836043;5;1,6852570772171;1,47622954845428
5445;1771959920292,227043;5;1,68533968925476;1,47624373435974
5446;1771959920354,470043;5;1,68542230129242;1,47625768184662
5447;1771959920417,169143;5;1,68550479412079;1,47627186775208
5448;1771959920480,016943;5;1,68560779094696;1,47628951072693
5449;1771959920542,485643;5;1,68569028377533;1,4763035774231
5450;1771959920604,684743;5;1,6857727766037;1,47631764411926
5451;1771959920667,336743;5;1,6858137845993;1,47632479667664
5452;1771959920730,061043;5;1,68587577342987;1,47633528709412
5453;1771959920793,357143;5;1,68595802783966;1,47634923458099
5454;1771959920855,443543;5;1,68604028224945;1,47636342048645
5455;1771959920917,506543;5;1,68614304065704;1,47638082504272
5456;1771959920980,595343;5;1,68622517585754;1,47639489173889
5457;1771959921043,267743;5;1,68630719184875;1,47640895843506
5458;1771959921106,086343;5;1,68638932704926;1,47642278671265
5459;1771959921167,958043;5;1,68640983104706;1,47642636299133
5460;1771959921230,559943;5;1,68649184703827;1,4764404296875
5461;1771959921293,487743;5;1,68657386302948;1,47645425796509
5462;1771959921355,565143;5;1,6866557598114;1,47646832466125
5463;1771959921418,115043;5;1,68675792217255;1,47648561000824
5464;1771959921482,375343;5;1,68681931495667;1,47649621963501
5465;1771959921544,348643;5;1,68690121173859;1,47650992870331
5466;1771959921606,222843;5;1,68698298931122;1,47652387619019
5467;1771959921668,504643;5;1,68702375888824;1,47653090953827
5468;1771959921731,732643;5;1,6871258020401;1,47654819488525
5469;1771959921793,967743;5;1,68720757961273;1,47656214237213
5470;1771959921856,899243;5;1,68728911876678;1,47657597064972
5471;1771959921918,513043;5;1,68737065792084;1,4765899181366
5472;1771959921981,295243;5;1,68745195865631;1,47660374641418
5473;1771959922044,488743;5;1,68753349781036;1,47661745548248
5474;1771959922107,082143;5;1,68759453296661;1,47662782669067
5475;1771959922169,067243;5;1,68763506412506;1,47663462162018
5476;1771959922233,892543;5;1,68771636486053;1,47664856910706
5477;1771959922294,132843;5;1,6877977848053;1,47666239738464
5478;1771959922356,519643;5;1,68787896633148;1,47667610645294
5479;1771959922419,307843;5;1,68798053264618;1,47669327259064
5480;1771959922481,901043;5;1,68804132938385;1,47670364379883
5481;1771959922545,072743;5;1,68814265727997;1,47672080993652
5482;1771959922607,086443;5;1,68822371959686;1,47673451900482
5483;1771959922669,471643;5;1,68826413154602;1,47674131393433
5484;1771959922732,505443;5;1,6883453130722;1,47675514221191
5485;1771959922795,159643;5;1,68842613697052;1,47676885128021
5486;1771959922857,721243;5;1,68850696086884;1,47678256034851
5487;1771959922919,702043;5;1,68858778476715;1,47679615020752
5488;1771959922993,766843;5;1,68866860866547;1,47680985927582
5489;1771959923045,984943;5;1,68870902061462;1,47681665420532
5490;1771959923108,049643;5;1,68878984451294;1,47683036327362
5491;1771959923171,192343;5;1,68887054920197;1,47684395313263
5492;1771959923233,379743;5;1,6889511346817;1,47685754299164
5493;1771959923296,322643;5;1,68903183937073;1,47687125205994
5494;1771959923358,966143;5;1,68911230564117;1,47688472270966
5495;1771959923420,506843;5;1,68919265270233;1,47689843177795
5496;1771959923484,193343;5;1,68927323818207;1,47691190242767
5497;1771959923546,221743;5;1,68935370445251;1,47692561149597
5498;1771959923609,210743;5;1,68939387798309;1,47693228721619
5499;1771959923670,653143;5;1,68947422504425;1,47694575786591
5500;1771959923733,984543;5;1,68955445289612;1,47695934772491
5501;1771959923796,152843;5;1,68963468074799;1,47697293758392
5502;1771959923859,263443;5;1,68971502780914;1,47698640823364
5503;1771959923920,865243;5;1,68979513645172;1,47699999809265
5504;1771959923983,979243;5;1,6898752450943;1,47701346874237
5505;1771959924048,261843;5;1,68995535373688;1,47702693939209
5506;1771959924109,464843;5;1,68999516963959;1,47703373432159
5507;1771959924171,609043;5;1,69007527828217;1,47704720497131
5508;1771959924234,433443;5;1,69015526771545;1,47706067562103
5509;1771959924296,779543;5;1,69023525714874;1,47707414627075
5510;1771959924359,184643;5;1,69031512737274;1,47708737850189
5511;1771959924421,611343;5;1,69039487838745;1,4771009683609
5512;1771959924484,176543;5;1,69047486782074;1,47711443901062
5513;1771959924547,185943;5;1,69055449962616;1,47712779045105
5514;1771959924609,792243;5;1,69059443473816;1,47713446617126
5515;1771959924673,568543;5;1,69067406654358;1,47714781761169
5516;1771959924735,486843;5;1,69075357913971;1,47716116905212
5517;1771959924797,380943;5;1,69083333015442;1,47717452049255
5518;1771959924860,340943;5;1,69091272354126;1,47718787193298
5519;1771959924922,253943;5;1,69099223613739;1,47720122337341
5520;1771959924985,024443;5;1,69107174873352;1,47721457481384
5521;1771959925047,849343;5;1,69115126132965;1,47722792625427
5522;1771959925110,869243;5;1,69119095802307;1,47723460197449
5523;1771959925172,029343;5;1,69127023220062;1,47724795341492
5524;1771959925234,816743;5;1,69134962558746;1,47726118564606
5525;1771959925297,410643;5;1,69142878055573;1,4772744178772
5526;1771959925359,965143;5;1,69150805473328;1,47728765010834
5527;1771959925422,093843;5;1,69158720970154;1,47730100154877
5528;1771959925484,894643;5;1,69166624546051;1,47731411457062
5529;1771959925548,138943;5;1,69174528121948;1,47732746601105
5530;1771959925611,331543;5;1,69182455539703;1,4773405790329
5531;1771959925672,429143;5;1,69186401367188;1,4773473739624
5532;1771959925735,319343;5;1,69194293022156;1,47736048698425
5533;1771959925798,275943;5;1,69202172756195;1,4773736000061
5534;1771959925861,025343;5;1,69211065769196;1,4773885011673
5535;1771959925922,633643;5;1,69218945503235;1,47740173339844
5536;1771959925985,622243;5;1,69226813316345;1,47741484642029
5537;1771959926048,376243;5;1,69234693050385;1,47742795944214
5538;1771959926111,295743;5;1,69238638877869;1,47743463516235
5539;1771959926173,196643;5;1,69246506690979;1,4774477481842
5540;1771959926238,814543;5;1,69254374504089;1,47746074199677
5541;1771959926298,491643;5;1,69262218475342;1,47747397422791
5542;1771959926361,326143;5;1,69270074367523;1,47748696804047
5543;1771959926423,624143;5;1,69277918338776;1,47750008106232
5544;1771959926486,594643;5;1,69285762310028;1,47751331329346
5545;1771959926549,150743;5;1,69289708137512;1,47751975059509
5546;1771959926611,711443;5;1,69297540187836;1,47753286361694
5547;1771959926673,863543;5;1,6930536031723;1,4775458574295
5548;1771959926736,590843;5;1,69313204288483;1,47755885124207
5549;1771959926800,866243;5;1,69321036338806;1,47757196426392
5550;1771959926861,694143;5;1,69328844547272;1,47758507728577
5551;1771959926923,932343;5;1,69336664676666;1,47759795188904
5552;1771959926986,997043;5;1,69340574741364;1,47760450839996
5553;1771959927049,570743;5;1,69348394870758;1,47761738300323
5554;1771959927111,673643;5;1,69356191158295;1,47763061523438
5555;1771959927174,397543;5;1,6936399936676;1,47764348983765
5556;1771959927237,077643;5;1,69373738765717;1,47765958309174
5557;1771959927300,070943;5;1,69379591941833;1,47766947746277
5558;1771959927362,300443;5;1,69387376308441;1,47768235206604
5559;1771959927424,290143;5;1,69395172595978;1,47769522666931
5560;1771959927487,816543;5;1,69399046897888;1,47770166397095
5561;1771959927550,621343;5;1,69406831264496;1,47771465778351
5562;1771959927612,213843;5;1,69414603710175;1,47772753238678
5563;1771959927674,726343;5;1,69422376155853;1,47774040699005
5564;1771959927737,900943;5;1,69430148601532;1,47775328159332
5565;1771959927801,496243;5;1,69437909126282;1,47776615619659
5566;1771959927862,628643;5;1,69445669651031;1,47777903079987
5567;1771959927928,112343;5;1,69453406333923;1,47779190540314
5568;1771959927988,551443;5;1,69461166858673;1,47780478000641
5569;1771959928051,378043;5;1,69465029239655;1,47781109809875
5570;1771959928113,806643;5;1,69472777843475;1,47782397270203
5571;1771959928175,504043;5;1,69480514526367;1,4778368473053
5572;1771959928238,838843;5;1,69488263130188;1,47784960269928
5573;1771959928301,071343;5;1,69495987892151;1,47786247730255
5574;1771959928363,462343;5;1,69503712654114;1,47787523269653
5575;1771959928425,548443;5;1,69511413574219;1,47788786888123
5576;1771959928488,164843;5;1,69519138336182;1,47790062427521
5577;1771959928550,954743;5;1,69523000717163;1,47790706157684
5578;1771959928613,623443;5;1,69530713558197;1,47791981697083
5579;1771959928675,594043;5;1,69538414478302;1,47793257236481
5580;1771959928738,315943;5;1,69546103477478;1,47794532775879
5581;1771959928801,742143;5;1,69553816318512;1,47795796394348
5582;1771959928863,842643;5;1,69561505317688;1,47797071933746
5583;1771959928927,905443;5;1,69569194316864;1,47798335552216
5584;1771959928989,771043;5;1,69576871395111;1,47799611091614
5585;1771959929053,302743;5;1,69584548473358;1,47800862789154
5586;1771959929114,498943;5;1,69588398933411;1,47801506519318
5587;1771959929177,313843;5;1,69596064090729;1,47802770137787
5588;1771959929240,115443;5;1,69603741168976;1,47804045677185
5589;1771959929302,375443;5;1,69611406326294;1,47805297374725
5590;1771959929364,210443;5;1,69619059562683;1,47806572914124
5591;1771959929426,670843;5;1,69626712799072;1,47807836532593
5592;1771959929489,843543;5;1,69634366035461;1,47809088230133
5593;1771959929552,872743;5;1,69642019271851;1,47810351848602
5594;1771959929615,718143;5;1,69645822048187;1,47810983657837
5595;1771959929677,322743;5;1,69653487205505;1,47812235355377
5596;1771959929739,758443;5;1,69661116600037;1,47813487052917
5597;1771959929802,339643;5;1,69668757915497;1,47814738750458
5598;1771959929864,990443;5;1,69676375389099;1,47816002368927
5599;1771959929927,302043;5;1,6968400478363;1,47817242145538
5600;1771959929989,644043;5;1,69691622257233;1,47818505764008
5601;1771959930052,674343;5;1,69695436954498;1,47819137573242
5602;1771959930115,484243;5;1,69703042507172;1,47820377349854
5603;1771959930177,390843;5;1,69710648059845;1,47821640968323
5604;1771959930240,633943;5;1,69718253612518;1,47822880744934
5605;1771959930304,569443;5;1,69725847244263;1,47824120521545
5606;1771959930365,349843;5;1,69733452796936;1,47825372219086
5607;1771959930427,960443;5;1,6974104642868;1,47826611995697
5608;1771959930490,786943;5;1,69748628139496;1,47827863693237
5609;1771959930554,193943;5;1,69756209850311;1,47829103469849
5610;1771959930616,015443;5;1,69760000705719;1,47829735279083
5611;1771959930678,266043;5;1,69767582416534;1,47830975055695
5612;1771959930740,562843;5;1,6977516412735;1,47832226753235
5613;1771959930803,400143;5;1,69782721996307;1,47833454608917
5614;1771959930868,189343;5;1,69790291786194;1,47834694385529
5615;1771959930928,180043;5;1,6979786157608;1,47835946083069
5616;1771959930991,188343;5;1,69805407524109;1,47837173938751
5617;1771959931054,303043;5;1,69812965393066;1,47838401794434
5618;1771959931116,290643;5;1,69816744327545;1,47839021682739
5619;1771959931178,333243;5;1,69824290275574;1,47840249538422
5620;1771959931241,539043;5;1,69831812381744;1,47841489315033
5621;1771959931304,579543;5;1,69839358329773;1,47842717170715
5622;1771959931366,999943;5;1,69846892356873;1,47843956947327
5623;1771959931428,871143;5;1,69854414463043;1,47845184803009
5624;1771959931492,873643;5;1,69861948490143;1,47846412658691
5625;1771959931554,735143;5;1,69869470596313;1,47847640514374
5626;1771959931617,506643;5;1,69873225688934;1,47848260402679
5627;1771959931679,012843;5;1,69880735874176;1,47849488258362
5628;1771959931742,206443;5;1,69888246059418;1,47850704193115
5629;1771959931804,772243;5;1,69895756244659;1,47851932048798
5630;1771959931869,792943;5;1,69903254508972;1,47853147983551
5631;1771959931929,537443;5;1,69910740852356;1,47854375839233
5632;1771959931992,330843;5;1,69918251037598;1,47855615615845
5633;1771959932055,280943;5;1,69925725460052;1,47856831550598
5634;1771959932117,964943;5;1,69929480552673;1,47857427597046
5635;1771959932180,382843;5;1,69936954975128;1,47858655452728
5636;1771959932242,428843;5;1,69944429397583;1,47859871387482
5637;1771959932305,352143;5;1,69952857494354;1,47861230373383
5638;1771959932367,925643;5;1,69960308074951;1,47862446308136
5639;1771959932430,242143;5;1,69967782497406;1,47863662242889
5640;1771959932492,967243;5;1,69975244998932;1,47864878177643
5641;1771959932556,428743;5;1,69982695579529;1,47866094112396
5642;1771959932618,920343;5;1,69986426830292;1,47866702079773
5643;1771959932680,339843;5;1,6999386548996;1,47867918014526
5644;1771959932743,730143;5;1,70001327991486;1,4786913394928
5645;1771959932806,057043;5;1,70008766651154;1,47870326042175
5646;1771959932867,822343;5;1,70016205310822;1,47871541976929
