Sample;X(ms) [24.02.2026 18:59:44 014 UTC];"AO_u[%QD0]";"l1[%MD44]";"l2[%MD40]"
1222;1771959655927,938843;5;0,62943959236145;1,00465643405914
1223;1771959655990,334143;5;0,630002796649933;1,00509917736053
1224;1771959656053,121343;5;0,630565404891968;1,00554132461548
1225;1771959656115,117543;5;0,631127297878265;1,00598323345184
1226;1771959656178,280643;5;0,631690263748169;1,00642454624176
1227;1771959656240,669543;5;0,632252991199493;1,00686538219452
1228;1771959656304,807943;5;0,63281512260437;1,00730586051941
1229;1771959656365,311243;5;0,633096039295197;1,00752592086792
1230;1771959656428,302943;5;0,63379830121994;1,00807559490204
1231;1771959656490,870043;5;0,63421905040741;1,00840508937836
1232;1771959656553,604743;5;0,634780287742615;1,00884389877319
1233;1771959656616,828243;5;0,635342836380005;1,00928246974945
1234;1771959656679,328343;5;0,635903775691986;1,00972044467926
1235;1771959656741,883043;5;0,636463820934296;1,0101580619812
1236;1771959656810,664643;5;0,637023866176605;1,01059520244598
1237;1771959656867,854343;5;0,637584626674652;1,01103186607361
1238;1771959656929,537043;5;0,638145744800568;1,01146817207336
1239;1771959656991,440843;5;0,638425707817078;1,01168620586395
1240;1771959657054,666143;5;0,638985097408295;1,01212179660797
1241;1771959657116,766143;5;0,639545500278473;1,01255702972412
1242;1771959657179,543343;5;0,640105187892914;1,01299166679382
1243;1771959657242,279843;5;0,640663981437683;1,01342606544495
1244;1771959657304,790743;5;0,641222953796387;1,01385998725891
1245;1771959657366,941943;5;0,641782462596893;1,01429343223572
1246;1771959657430,221343;5;0,64248126745224;1,01483452320099
1247;1771959657492,368643;5;0,64262068271637;1,0149427652359
1248;1771959657555,241943;5;0,643179357051849;1,0153751373291
1249;1771959657617,205643;5;0,643738865852356;1,01580703258514
1250;1771959657679,879743;5;0,644295871257782;1,01623857021332
1251;1771959657742,536343;5;0,644853711128235;1,01666951179504
1252;1771959657805,121143;5;0,645412087440491;1,01710021495819
1253;1771959657867,345943;5;0,64596951007843;1,01753044128418
1254;1771959657930,324643;5;0,64624810218811;1,01774537563324
1255;1771959657993,160543;5;0,646805286407471;1,01817488670349
1256;1771959658055,694043;5;0,647362887859344;1,01860404014587
1257;1771959658117,252543;5;0,647920429706573;1,0190327167511
1258;1771959658180,260643;5;0,648476719856262;1,01946103572845
1259;1771959658243,553643;5;0,649032950401306;1,01988887786865
1260;1771959658305,527343;5;0,649589121341705;1,02031624317169
1261;1771959658368,035943;5;0,650144815444946;1,02074325084686
1262;1771959658431,409043;5;0,650423407554626;1,02095663547516
1263;1771959658494,639543;5;0,6511190533638;1,02148950099945
1264;1771959658556,205343;5;0,651534974575043;1,02180898189545
1265;1771959658618,172543;5;0,652091085910797;1,02223443984985
1266;1771959658681,353043;5;0,652646362781525;1,02265954017639
1267;1771959658743,518443;5;0,653201043605804;1,02308416366577
1268;1771959658806,062443;5;0,653756260871887;1,02350842952728
1269;1771959658868,297943;5;0,654310464859009;1,02393221855164
1270;1771959658931,693643;5;0,654865503311157;1,02435564994812
1271;1771959658994,496243;5;0,655420303344727;1,02477860450745
1272;1771959659056,152443;5;0,655696928501129;1,02498996257782
1273;1771959659118,506143;5;0,656250596046448;1,0254123210907
1274;1771959659181,346343;5;0,656805336475372;1,02583420276642
1275;1771959659244,698843;5;0,657358884811401;1,02625572681427
1276;1771959659309,497443;5;0,657912373542786;1,02667677402496
1277;1771959659368,987043;5;0,658464729785919;1,02709746360779
1278;1771959659431,777043;5;0,659018576145172;1,02751767635345
1279;1771959659494,709143;5;0,659571588039398;1,02793753147125
1280;1771959659556,745543;5;0,659847497940063;1,02814722061157
1281;1771959659618,970143;5;0,660400807857513;1,02856647968292
1282;1771959659682,852443;5;0,660954117774963;1,02898526191711
1283;1771959659744,352543;5;0,661367237567902;1,0292991399765
1284;1771959659806,858743;5;0,661918342113495;1,02971720695496
1285;1771959659869,620343;5;0,662470936775208;1,03013479709625
1286;1771959659932,468943;5;0,663023352622986;1,03055191040039
1287;1771959659994,968443;5;0,663574814796448;1,03096878528595
1288;1771959660057,937643;5;0,664125800132751;1,03138518333435
1289;1771959660120,058543;5;0,664401352405548;1,03159332275391
1290;1771959660183,553643;5;0,665021657943726;1,03206098079681
1291;1771959660244,966843;5;0,665572166442871;1,03247630596161
1292;1771959660308,105643;5;0,666123270988464;1,03289115428925
1293;1771959660370,432843;5;0,666673064231873;1,03330564498901
1294;1771959660433,291443;5;0,667223036289215;1,03371977806091
1295;1771959660495,883743;5;0,667498648166656;1,03392660617828
1296;1771959660557,672943;5;0,668323457241058;1,03454661369324
1297;1771959660620,316843;5;0,668598413467407;1,03475320339203
1298;1771959660683,074443;5;0,66914838552475;1,03516578674316
1299;1771959660745,795743;5;0,669697463512421;1,03557801246643
1300;1771959660807,800543;5;0,670246601104736;1,03598988056183
1301;1771959660871,308443;5;0,670795321464539;1,03640127182007
1302;1771959660933,611043;5;0,671481132507324;1,03691506385803
1303;1771959660996,360043;5;0,67203015089035;1,03732550144196
1304;1771959661058,026243;5;0,672304630279541;1,03753066062927
1305;1771959661121,236243;5;0,672715842723846;1,03783810138702
1306;1771959661183,802143;5;0,673263669013977;1,03824770450592
1307;1771959661246,731643;5;0,673811852931976;1,03865683078766
1308;1771959661308,338943;5;0,674359440803528;1,03906559944153
1309;1771959661371,636043;5;0,674907326698303;1,03947401046753
1310;1771959661433,666043;5;0,67545473575592;1,03988206386566
1311;1771959661496,195143;5;0,676002264022827;1,04028964042664
1312;1771959661558,689943;5;0,676684439182281;1,04079854488373
1313;1771959661621,249543;5;0,676820993423462;1,04090023040771
1314;1771959661684,156943;5;0,677368760108948;1,04130685329437
1315;1771959661746,177943;5;0,677915692329407;1,04171299934387
1316;1771959661808,644343;5;0,678461313247681;1,04211866855621
1317;1771959661871,442643;5;0,679007470607758;1,04252409934998
1318;1771959661933,913143;5;0,679553031921387;1,04292905330658
1319;1771959661996,803743;5;0,68009877204895;1,04333364963531
1320;1771959662059,023043;5;0,680644810199738;1,04373776912689
1321;1771959662121,854743;5;0,681190013885498;1,0441415309906
1322;1771959662184,654843;5;0,681462287902832;1,04434335231781
1323;1771959662247,653243;5;0,6820068359375;1,04474651813507
1324;1771959662309,224943;5;0,682551383972168;1,04514920711517
1325;1771959662372,835343;5;0,683096945285797;1,04555153846741
1326;1771959662435,376643;5;0,683642029762268;1,04595363140106
1327;1771959662497,732543;5;0,684185683727264;1,04635512828827
1328;1771959662560,469843;5;0,684457421302795;1,04655575752258
1329;1771959662622,817343;5;0,685272872447968;1,04715716838837
1330;1771959662685,083243;5;0,685544908046722;1,04735743999481
1331;1771959662748,037943;5;0,686089277267456;1,04775762557983
1332;1771959662810,012843;5;0,686634361743927;1,04815745353699
1333;1771959662873,087843;5;0,687176823616028;1,04855680465698
1334;1771959662935,642843;5;0,687717318534851;1,04895579814911
1335;1771959662997,679543;5;0,688260734081268;1,04935455322266
1336;1771959663060,086143;5;0,688804090023041;1,04975271224976
1337;1771959663122,644943;5;0,689346671104431;1,05015063285828
1338;1771959663186,430643;5;0,689618229866028;1,05034935474396
1339;1771959663248,213943;5;0,69016045331955;1,05074667930603
1340;1771959663310,227943;5;0,690701305866241;1,05114352703094
1341;1771959663373,045943;5;0,69124311208725;1,05154001712799
1342;1771959663435,897643;5;0,691785335540771;1,05193603038788
1343;1771959663497,896843;5;0,692325949668884;1,05233180522919
1344;1771959663560,723843;5;0,692867040634155;1,05272710323334
1345;1771959663623,355543;5;0,69313782453537;1,05292463302612
1346;1771959663686,146743;5;0,693678498268127;1,05331933498383
1347;1771959663748,421443;5;0,694219470024109;1,05371367931366
1348;1771959663810,469043;5;0,69476044178009;1,05410766601563
1349;1771959663873,420143;5;0,695300459861755;1,05450117588043
1350;1771959663935,684743;5;0,69584047794342;1,05489432811737
1351;1771959663997,969843;5;0,696380436420441;1,05528724193573
1352;1771959664060,745043;5;0,696919918060303;1,05567955970764
1353;1771959664123,579643;5;0,697189271450043;1,05587565898895
1354;1771959664186,503243;5;0,697728991508484;1,05626749992371
1355;1771959664248,364443;5;0,698269426822662;1,05665898323059
1356;1771959664310,964443;5;0,698807835578918;1,05704998970032
1357;1771959664373,651143;5;0,699345469474792;1,05744063854218
1358;1771959664436,586043;5;0,699884116649628;1,05783104896545
1359;1771959664498,630743;5;0,700423061847687;1,05822086334229
1360;1771959664561,238443;5;0,700961709022522;1,05861043930054
1361;1771959664625,073543;5;0,701231002807617;1,05880510807037
1362;1771959664686,442143;5;0,701903223991394;1,05929124355316
1363;1771959664748,825843;5;0,702305614948273;1,05958271026611
1364;1771959664811,458043;5;0,702910363674164;1,06001937389374
1365;1771959664875,045843;5;0,703448832035065;1,06040704250336
1366;1771959664936,896743;5;0,703985929489136;1,0607944726944
1367;1771959664999,386343;5;0,704522371292114;1,06118154525757
1368;1771959665062,502143;5;0,705058872699738;1,06156814098358
1369;1771959665125,018643;5;0,70559549331665;1,06195449829102
1370;1771959665187,484343;5;0,705864191055298;1,06214737892151
1371;1771959665249,595643;5;0,706400632858276;1,0625331401825
1372;1771959665312,822843;5;0,706936061382294;1,06291842460632
1373;1771959665374,694943;5;0,707472503185272;1,06330335140228
1374;1771959665437,680543;5;0,7080078125;1,06368792057037
1375;1771959665499,686643;5;0,708543002605438;1,0640721321106
1376;1771959665562,792143;5;0,70907860994339;1,06445598602295
1377;1771959665625,995043;5;0,709346175193787;1,06464767456055
1378;1771959665688,717843;5;0,709881186485291;1,06503093242645
1379;1771959665750,429643;5;0,710415899753571;1,06541383266449
1380;1771959665812,935043;5;0,710950493812561;1,06579637527466
1381;1771959665875,474443;5;0,711484789848328;1,06617844104767
1382;1771959665938,667943;5;0,712019026279449;1,0665602684021
1383;1771959666000,891743;5;0,712553441524506;1,06694161891937
1384;1771959666063,679943;5;0,713087558746338;1,06732261180878
1385;1771959666126,920243;5;0,713354349136353;1,06751298904419
1386;1771959666187,826643;5;0,713887333869934;1,06789350509644
1387;1771959666250,332943;5;0,714286863803864;1,06817853450775
1388;1771959666314,740943;5;0,714954078197479;1,06865322589874
1389;1771959666376,507043;5;0,715487480163574;1,06903266906738
1390;1771959666438,556943;5;0,716020226478577;1,06941163539886
1391;1771959666501,037943;5;0,716552257537842;1,06979012489319
1392;1771959666564,497343;5;0,717084050178528;1,07016849517822
1393;1771959666626,925843;5;0,71735018491745;1,07035732269287
1394;1771959666688,718443;5;0,717883050441742;1,07073509693146
1395;1771959666751,394343;5;0,718548238277435;1,07120668888092
1396;1771959666815,422143;5;0,71894633769989;1,07148933410645
1397;1771959666877,701143;5;0,719478011131287;1,07186591625214
1398;1771959666939,308943;5;0,720009446144104;1,07224214076996
1399;1771959667001,300643;5;0,72053986787796;1,07261800765991
1400;1771959667065,071943;5;0,721071362495422;1,072993516922
1401;1771959667127,580643;5;0,721601665019989;1,07336854934692
1402;1771959667190,551843;5;0,721866965293884;1,07355606555939
1403;1771959667251,663443;5;0,722398042678833;1,07393062114716
1404;1771959667315,005043;5;0,722927927970886;1,07430481910706
1405;1771959667378,479543;5;0,723458230495453;1,07467865943909
1406;1771959667441,222743;5;0,723987877368927;1,07505214214325
1407;1771959667502,402043;5;0,724516987800598;1,07542526721954
1408;1771959667565,329243;5;0,725046992301941;1,07579803466797
1409;1771959667629,021043;5;0,725311696529388;1,07598423957825
1410;1771959667690,120443;5;0,725840628147125;1,07635653018951
1411;1771959667752,545843;5;0,726369678974152;1,07672834396362
1412;1771959667815,575543;5;0,726898789405823;1,07709980010986
1413;1771959667879,142343;5;0,727427780628204;1,07747089862823
1414;1771959667940,581043;5;0,72795557975769;1,07784175872803
1415;1771959668002,898843;5;0,728482723236084;1,07821214199066
1416;1771959668065,398943;5;0,72901064157486;1,07858216762543
1417;1771959668129,437743;5;0,729274988174438;1,07876706123352
1418;1771959668191,541243;5;0,729803681373596;1,07913661003113
1419;1771959668253,251343;5;0,730331182479858;1,07950580120087
1420;1771959668317,923143;5;0,730858266353607;1,07987451553345
1421;1771959668379,774243;5;0,731384694576263;1,08024299144745
1422;1771959668441,583143;5;0,731910765171051;1,08061110973358
1423;1771959668516,824543;5;0,732438325881958;1,08097887039185
1424;1771959668576,603543;5;0,732966303825378;1,08134615421295
1425;1771959668639,733443;5;0,733491539955139;1,08171319961548
1426;1771959668701,755643;5;0,734016895294189;1,08207976818085
1427;1771959668764,817443;5;0,734280467033386;1,08226311206818
1428;1771959668826,201443;5;0,734938025474548;1,08272063732147
1429;1771959668889,630243;5;0,735331833362579;1,08299493789673
1430;1771959668951,425443;5;0,735857963562012;1,0833603143692
1431;1771959669014,484843;5;0,736383080482483;1,0837254524231
1432;1771959669077,085043;5;0,736907243728638;1,08409011363983
1433;1771959669138,770543;5;0,737432420253754;1,0844544172287
1434;1771959669202,057143;5;0,737957835197449;1,08481848239899
1435;1771959669264,411343;5;0,738481819629669;1,08518207073212
1436;1771959669327,346343;5;0,738743960857391;1,08536374568939
1437;1771959669399,012443;5;0,739530384540558;1,08590841293335
1438;1771959669460,943543;5;0,739791989326477;1,08608973026276
1439;1771959669525,173743;5;0,740315079689026;1,08645212650299
1440;1771959669586,843743;5;0,740839302539825;1,08681428432465
1441;1771959669649,345243;5;0,741363227367401;1,08717584609985
1442;1771959669711,359743;5;0,741886138916016;1,08753728866577
1443;1771959669773,876743;5;0,742409586906433;1,08789825439453
1444;1771959669836,578943;5;0,743062138557434;1,08834910392761
1445;1771959669899,818943;5;0,743453919887543;1,08861923217773
1446;1771959669961,432943;5;0,743715405464172;1,08879935741425
1447;1771959670024,428943;5;0,744238138198853;1,08915913105011
1448;1771959670086,475643;5;0,74476021528244;1,0895186662674
1449;1771959670150,082443;5;0,745282113552094;1,08987772464752
1450;1771959670211,990743;5;0,745803892612457;1,09023642539978
1451;1771959670274,310343;5;0,746324896812439;1,09059488773346
1452;1771959670336,176343;5;0,746846735477448;1,09095299243927
1453;1771959670399,623143;5;0,747368037700653;1,09131073951721
1454;1771959670462,029343;5;0,747628152370453;1,09148943424225
1455;1771959670525,209943;5;0,748149037361145;1,09184658527374
1456;1771959670586,683343;5;0,748669981956482;1,09220349788666
1457;1771959670649,784543;5;0,749190509319305;1,0925600528717
1458;1771959670711,808643;5;0,749710261821747;1,09291613101959
1459;1771959670774,548043;5;0,750230431556702;1,0932719707489
1460;1771959670837,953643;5;0,750490725040436;1,09344983100891
1461;1771959670902,502143;5;0,75126987695694;1,0939826965332
1462;1771959670962,677843;5;0,751529693603516;1,09416007995605
1463;1771959671024,641443;5;0,752049505710602;1,09451472759247
1464;1771959671087,691143;5;0,752568423748016;1,0948691368103
1465;1771959671150,723143;5;0,753086805343628;1,09522294998169
1466;1771959671212,328243;5;0,753606021404266;1,09557664394379
1467;1771959671275,333343;5;0,75412529706955;1,09592986106873
1468;1771959671337,489743;5;0,754643142223358;1,09628283977509
1469;1771959671400,496743;5;0,754901826381683;1,09645915031433
1470;1771959671463,102943;5;0,755419969558716;1,09681153297424
1471;1771959671525,339043;5;0,755938172340393;1,09716367721558
1472;1771959671587,516443;5;0,756455600261688;1,09751546382904
1473;1771959671650,307243;5;0,756974220275879;1,09786677360535
1474;1771959671713,765443;5;0,757492065429688;1,09821796417236
1475;1771959671775,457643;5;0,758007168769836;1,09856855869293
1476;1771959671837,455243;5;0,758524537086487;1,09891891479492
1477;1771959671900,579143;5;0,758783459663391;1,09909415245056
1478;1771959671963,491243;5;0,759299874305725;1,0994439125061
1479;1771959672025,592143;5;0,759816586971283;1,09979355335236
1480;1771959672090,367843;5;0,760333240032196;1,10014271736145
1481;1771959672150,666943;5;0,760849058628082;1,10049164295197
1482;1771959672214,967443;5;0,761364281177521;1,10084009170532
1483;1771959672276,526143;5;0,761880099773407;1,10118842124939
1484;1771959672339,473843;5;0,762395799160004;1,1015362739563
1485;1771959672401,028043;5;0,762653172016144;1,10171008110046
1486;1771959672463,741943;5;0,763168454170227;1,10205745697021
1487;1771959672526,267543;5;0,763683497905731;1,1024044752121
1488;1771959672588,873143;5;0,764197766780853;1,1027512550354
1489;1771959672651,254643;5;0,764712393283844;1,10309755802155
1490;1771959672714,544143;5;0,765227138996124;1,10344362258911
1491;1771959672776,841243;5;0,765741765499115;1,10378932952881
1492;1771959672839,081943;5;0,766255497932434;1,10413467884064
1493;1771959672901,971743;5;0,766512274742126;1,10430729389191
1494;1771959672964,872043;5;0,767153859138489;1,10473823547363
1495;1771959673028,000043;5;0,767538964748383;1,10499668121338
1496;1771959673090,415943;5;0,76805317401886;1,1053409576416
1497;1771959673151,705443;5;0,7685666680336;1,10568487644196
1498;1771959673214,474743;5;0,769079327583313;1,10602843761444
1499;1771959673277,235243;5;0,769590973854065;1,10637164115906
1500;1771959673339,965143;5;0,770103871822357;1,10671448707581
1501;1771959673402,934943;5;0,770360350608826;1,10688579082489
1502;1771959673465,071543;5;0,770872712135315;1,10722827911377
1503;1771959673527,667943;5;0,771513164043427;1,1076557636261
1504;1771959673590,207843;5;0,771896064281464;1,10791218280792
1505;1771959673652,320943;5;0,772407591342926;1,1082535982132
1506;1771959673715,461443;5;0,772919595241547;1,1085946559906
1507;1771959673778,229343;5;0,773558497428894;1,10902059078217
1508;1771959673840,765943;5;0,774069488048553;1,10936093330383
1509;1771959673902,718543;5;0,774324893951416;1,10953104496002
1510;1771959673966,163743;5;0,774835586547852;1,10987091064453
1511;1771959674028,352443;5;0,775218427181244;1,11012554168701
1512;1771959674090,007243;5;0,775856614112854;1,11054968833923
1513;1771959674152,722243;5;0,77636706829071;1,11088860034943
1514;1771959674215,671343;5;0,776749551296234;1,11114263534546
1515;1771959674278,610443;5;0,777258813381195;1,1114809513092
1516;1771959674340,745443;5;0,777895987033844;1,11190330982208
1517;1771959674403,212843;5;0,778150916099548;1,11207222938538
1518;1771959674466,028543;5;0,778532564640045;1,11232531070709
1519;1771959674528,908543;5;0,779041647911072;1,11266255378723
1520;1771959674590,867243;5;0,779551267623901;1,1129994392395
1521;1771959674653,623243;5;0,78005975484848;1,1133359670639
1522;1771959674717,273443;5;0,780567944049835;1,11367225646973
1523;1771959674779,665543;5;0,781076371669769;1,11400818824768
1524;1771959674842,020443;5;0,781584143638611;1,11434376239777
1525;1771959674903,894543;5;0,781837940216064;1,11451148986816
1526;1771959674966,880743;5;0,782473385334015;1,11493027210236
1527;1771959675029,553843;5;0,782981216907501;1,11526501178741
1528;1771959675092,289543;5;0,783487975597382;1,1155993938446
1529;1771959675153,924143;5;0,78399533033371;1,11593353748322
1530;1771959675217,022443;5;0,784375607967377;1,11618387699127
1531;1771959675279,447043;5;0,784882247447968;1,11651742458344
1532;1771959675341,851443;5;0,785389721393585;1,11685073375702
1533;1771959675403,917943;5;0,785642802715302;1,11701714992523
1534;1771959675468,790743;5;0,786147773265839;1,11734986305237
1535;1771959675529,788743;5;0,78665417432785;1,11768221855164
1536;1771959675592,505743;5;0,787161290645599;1,11801445484161
1537;1771959675654,082343;5;0,787667393684387;1,11834621429443
1538;1771959675716,797443;5;0,788173258304596;1,11867761611938
1539;1771959675781,072143;5;0,788677513599396;1,11900877952576
1540;1771959675842,224843;5;0,78918182849884;1,11933958530426
1541;1771959675904,306343;5;0,789434671401978;1,11950492858887
1542;1771959675968,825843;5;0,789941012859344;1,11983525753021
1543;1771959676031,368043;5;0,790445625782013;1,12016534805298
1544;1771959676095,861243;5;0,79094922542572;1,12049508094788
1545;1771959676184,045643;5;0,791895568370819;1,12111246585846
1546;1771959676224,954243;5;0,79202139377594;1,12119472026825
1547;1771959676287,569343;5;0,792650461196899;1,12160563468933
1548;1771959676352,894643;5;0,793154895305634;1,12193405628204
1549;1771959676412,999743;5;0,793657839298248;1,1222620010376
1550;1771959676475,096843;5;0,794160485267639;1,12258982658386
1551;1771959676538,026743;5;0,794286549091339;1,12267172336578
1552;1771959676600,899243;5;0,794790804386139;1,12299907207489
1553;1771959676663,720643;5;0,795292437076569;1,12332606315613
1554;1771959676725,891243;5;0,795794725418091;1,12365281581879
1555;1771959676789,001043;5;0,796298384666443;1,12397921085358
1556;1771959676851,319943;5;0,796801030635834;1,12430536746979
1557;1771959676914,155343;5;0,797302484512329;1,12463116645813
1558;1771959676975,887143;5;0,797804057598114;1,1249566078186
1559;1771959677038,337343;5;0,798054575920105;1,12511920928955
1560;1771959677101,982143;5;0,798682034015656;1,12552547454834
1561;1771959677164,160143;5;0,799059092998505;1,1257688999176
1562;1771959677227,220443;5;0,799559652805328;1,12609338760376
1563;1771959677288,861443;5;0,800059735774994;1,12641751766205
1564;1771959677352,850643;5;0,800561010837555;1,12674129009247
1565;1771959677414,631143;5;0,801062047481537;1,12706482410431
1566;1771959677476,603843;5;0,801561832427979;1,12738788127899
1567;1771959677538,441843;5;0,80181211233139;1,12754940986633
1568;1771959677601,244943;5;0,802312970161438;1,12787210941315
1569;1771959677664,709943;5;0,802811741828918;1,12819457054138
1570;1771959677727,183143;5;0,803311467170715;1,12851667404175
1571;1771959677788,795143;5;0,803810894489288;1,12883841991425
1572;1771959677853,059443;5;0,804308950901031;1,12915992736816
1573;1771959677914,961943;5;0,804808020591736;1,12948107719421
1574;1771959677979,163143;5;0,80530834197998;1,12980198860168
1575;1771959678041,086643;5;0,805808126926422;1,13012266159058
1576;1771959678102,526843;5;0,806057155132294;1,13028287887573
1577;1771959678167,017543;5;0,806554734706879;1,13060295581818
1578;1771959678226,957743;5;0,807053208351135;1,13092267513275
1579;1771959678289,639043;5;0,807550966739655;1,13124227523804
1580;1771959678352,094543;5;0,80804842710495;1,13156139850616
1581;1771959678414,496843;5;0,808547139167786;1,131880402565
1582;1771959678477,176943;5;0,80904483795166;1,13219904899597
1583;1771959678540,351443;5;0,809293150901794;1,13235819339752
1584;1771959678602,701143;5;0,809790313243866;1,13267636299133
1585;1771959678665,131043;5;0,810287952423096;1,13299417495728
1586;1771959678727,307443;5;0,810784518718719;1,13331174850464
1587;1771959678789,721643;5;0,811280369758606;1,13362908363342
1588;1771959678853,074243;5;0,811776578426361;1,13394606113434
1589;1771959678916,315343;5;0,812273681163788;1,13426268100739
1590;1771959678977,678543;5;0,812769293785095;1,13457906246185
1591;1771959679040,082543;5;0,813016831874847;1,1347371339798
1592;1771959679103,146343;5;0,813512444496155;1,13505291938782
1593;1771959679165,921143;5;0,814132034778595;1,13544738292694
1594;1771959679227,811543;5;0,814503610134125;1,13568389415741
1595;1771959679290,265843;5;0,814998924732208;1,13599896430969
1596;1771959679353,847243;5;0,815493404865265;1,13631367683411
1597;1771959679416,198543;5;0,816111862659454;1,13670659065247
1598;1771959679478,900343;5;0,816359460353851;1,13686370849609
1599;1771959679541,271643;5;0,816854417324066;1,13717758655548
1600;1771959679603,775143;5;0,81734836101532;1,13749122619629
1601;1771959679666,386543;5;0,817842066287994;1,13780450820923
1602;1771959679729,444043;5;0,81821221113205;1,13803935050964
1603;1771959679790,796543;5;0,8187056183815;1,13835203647614
1604;1771959679854,288443;5;0,819199681282043;1,13866460323334
1605;1771959679916,810943;5;0,819693386554718;1,13897681236267
1606;1771959679978,954743;5;0,820186197757721;1,13928866386414
1607;1771959680041,369243;5;0,820432424545288;1,13944458961487
1608;1771959680104,651043;5;0,820925414562225;1,13975596427917
1609;1771959680167,060343;5;0,82141786813736;1,14006721973419
1610;1771959680230,235543;5;0,821909964084625;1,14037799835205
1611;1771959680292,441843;5;0,822402894496918;1,14068865776062
1612;1771959680354,376643;5;0,822894513607025;1,14099884033203
1613;1771959680416,800743;5;0,823386073112488;1,14130890369415
1614;1771959680480,429843;5;0,823877811431885;1,14161860942841
1615;1771959680541,846043;5;0,824123799800873;1,14177334308624
1616;1771959680604,756343;5;0,824615240097046;1,14208257198334
1617;1771959680667,729243;5;0,825106084346771;1,14239156246185
1618;1771959680729,717143;5;0,8255974650383;1,14270031452179
1619;1771959680792,600843;5;0,826087951660156;1,14300870895386
1620;1771959680856,560443;5;0,826578199863434;1,14331674575806
1621;1771959680918,171343;5;0,827068984508514;1,14362454414368
1622;1771959680980,010943;5;0,827559649944305;1,14393210411072
1623;1771959681043,809943;5;0,828048884868622;1,14423930644989
1624;1771959681105,498143;5;0,82829338312149;1,14439284801483
1625;1771959681168,330843;5;0,82878315448761;1,14469957351685
1626;1771959681230,059243;5;0,829395592212677;1,14508271217346
1627;1771959681293,452943;5;0,829762637615204;1,14531230926514
1628;1771959681355,870343;5;0,830252170562744;1,14561831951141
1629;1771959681418,353143;5;0,830741405487061;1,14592397212982
1630;1771959681481,047443;5;0,831229031085968;1,14622926712036
1631;1771959681543,427943;5;0,831717014312744;1,14653432369232
1632;1771959681607,384843;5;0,831961333751678;1,14668679237366
1633;1771959681669,435743;5;0,832450449466705;1,14699137210846
1634;1771959681730,892043;5;0,832939028739929;1,14729571342468
1635;1771959681793,316943;5;0,833426296710968;1,14759981632233
1636;1771959681856,780443;5;0,83391410112381;1,1479035615921
1637;1771959681918,660743;5;0,834401190280914;1,14820718765259
1638;1771959681981,816843;5;0,83488804101944;1,14851033687592
1639;1771959682044,525943;5;0,835375845432281;1,14881324768066
1640;1771959682109,661743;5;0,835619270801544;1,14896464347839
1641;1771959682169,076643;5;0,83610612154007;1,14926707744598
1642;1771959682231,688943;5;0,836592853069305;1,14956939220428
1643;1771959682294,079343;5;0,837078750133514;1,14987123012543
1644;1771959682356,631643;5;0,837564945220947;1,15017282962799
1645;1771959682418,977843;5;0,838051021099091;1,15047419071198
1646;1771959682482,004543;5;0,838536977767944;1,15077531337738
1647;1771959682544,451943;5;0,838779747486115;1,15092575550079
1648;1771959682608,045943;5;0,83926522731781;1,15122640132904
1649;1771959682670,489043;5;0,839750587940216;1,15152668952942
1650;1771959682731,451143;5;0,840236008167267;1,15182685852051
1651;1771959682794,554343;5;0,840721011161804;1,15212666988373
1652;1771959682857,758543;5;0,841205537319183;1,15242612361908
1653;1771959682919,797343;5;0,841689825057983;1,15272545814514
1654;1771959682982,158643;5;0,842174053192139;1,15302443504333
1655;1771959683044,592443;5;0,842416524887085;1,15317380428314
1656;1771959683108,006943;5;0,842901110649109;1,15347230434418
1657;1771959683170,224643;5;0,843383967876434;1,15377056598663
1658;1771959683231,929743;5;0,843868494033813;1,15406858921051
1659;1771959683294,387243;5;0,844472706317902;1,1544406414032
1660;1771959683357,516243;5;0,844955325126648;1,15473806858063
1661;1771959683420,213143;5;0,845318138599396;1,1549608707428
1662;1771959683482,511843;5;0,8458012342453;1,15525770187378
1663;1771959683544,969243;5;0,846042454242706;1,15540599822998
1664;1771959683607,569243;5;0,846645414829254;1,15577661991119
1665;1771959683670,036443;5;0,847128212451935;1,15607261657715
1666;1771959683732,291143;5;0,84767073392868;1,15640544891357
1667;1771959683794,992643;5;0,848152458667755;1,15670096874237
1668;1771959683858,156343;5;0,848513722419739;1,15692245960236
1669;1771959683922,310243;5;0,849115788936615;1,15729117393494
1670;1771959683985,933443;5;0,849596977233887;1,15758585929871
1671;1771959684045,626743;5;0,849717319011688;1,15765953063965
1672;1771959684115,936643;5;0,850439250469208;1,15810096263885
1673;1771959684175,639343;5;0,850679576396942;1,15824794769287
1674;1771959684236,968043;5;0,851281046867371;1,15861511230469
1675;1771959684299,369843;5;0,851761341094971;1,15890848636627
1676;1771959684361,917143;5;0,85212105512619;1,15912842750549
1677;1771959684424,639443;5;0,852601230144501;1,15942132472992
1678;1771959684487,646743;5;0,853081405162811;1,15971410274506
1679;1771959684550,546943;5;0,853561639785767;1,16000652313232
1680;1771959684612,422343;5;0,853801369667053;1,16015267372131
1681;1771959684674,553343;5;0,854280650615692;1,16044461727142
1682;1771959684737,126743;5;0,854760229587555;1,16073632240295
1683;1771959684799,638443;5;0,85523909330368;1,16102778911591
1684;1771959684862,432043;5;0,855717957019806;1,16131901741028
1685;1771959684925,300743;5;0,856196284294128;1,16160988807678
